A	Output	bin a	bin out	octal a	octal out
566	3532	0b1000110110	0b110111001100	0o1066	0o6714
567	1532	0b1000110111	0b10111111100	0o1067	0o2774
568	2532	0b1000111000	0b100111100100	0o1070	0o4744
569	1532	0b1000111001	0b10111111100	0o1071	0o2774
570	5532	0b1000111010	0b1010110011100	0o1072	0o12634
571	532	0b1000111011	0b1000010100	0o1073	0o1024
572	1532	0b1000111100	0b10111111100	0o1074	0o2774
573	3532	0b1000111101	0b110111001100	0o1075	0o6714
574	2532	0b1000111110	0b100111100100	0o1076	0o4744
575	3532	0b1000111111	0b110111001100	0o1077	0o6714
576	1122	0b1001000000	0b10001100010	0o1100	0o2142
577	6122	0b1001000001	0b1011111101010	0o1101	0o13752
578	5122	0b1001000010	0b1010000000010	0o1102	0o12002
579	1122	0b1001000011	0b10001100010	0o1103	0o2142
580	5122	0b1001000100	0b1010000000010	0o1104	0o12002
581	3122	0b1001000101	0b110000110010	0o1105	0o6062
582	5122	0b1001000110	0b1010000000010	0o1106	0o12002
583	5122	0b1001000111	0b1010000000010	0o1107	0o12002
584	1622	0b1001001000	0b11001010110	0o1110	0o3126
585	6622	0b1001001001	0b1100111011110	0o1111	0o14736
586	5622	0b1001001010	0b1010111110110	0o1112	0o12766
587	1622	0b1001001011	0b11001010110	0o1113	0o3126
588	1622	0b1001001100	0b11001010110	0o1114	0o3126
589	3622	0b1001001101	0b111000100110	0o1115	0o7046
590	4622	0b1001001110	0b1001000001110	0o1116	0o11016
591	7622	0b1001001111	0b1110111000110	0o1117	0o16706
592	1122	0b1001010000	0b10001100010	0o1120	0o2142
593	7122	0b1001010001	0b1101111010010	0o1121	0o15722
594	5122	0b1001010010	0b1010000000010	0o1122	0o12002
595	1122	0b1001010011	0b10001100010	0o1123	0o2142
596	5122	0b1001010100	0b1010000000010	0o1124	0o12002
597	3122	0b1001010101	0b110000110010	0o1125	0o6062
598	7122	0b1001010110	0b1101111010010	0o1126	0o15722
599	1122	0b1001010111	0b10001100010	0o1127	0o2142
600	1122	0b1001011000	0b10001100010	0o1130	0o2142
601	7122	0b1001011001	0b1101111010010	0o1131	0o15722
602	5122	0b1001011010	0b1010000000010	0o1132	0o12002
603	1122	0b1001011011	0b10001100010	0o1133	0o2142
604	1122	0b1001011100	0b10001100010	0o1134	0o2142
605	3122	0b1001011101	0b110000110010	0o1135	0o6062
606	6122	0b1001011110	0b1011111101010	0o1136	0o13752
607	3122	0b1001011111	0b110000110010	0o1137	0o6062
608	122	0b1001100000	0b1111010	0o1140	0o172
609	4122	0b1001100001	0b1000000011010	0o1141	0o10032
610	5122	0b1001100010	0b1010000000010	0o1142	0o12002
611	1122	0b1001100011	0b10001100010	0o1143	0o2142
612	5122	0b1001100100	0b1010000000010	0o1144	0o12002
613	3122	0b1001100101	0b110000110010	0o1145	0o6062
614	1122	0b1001100110	0b10001100010	0o1146	0o2142
615	5122	0b1001100111	0b1010000000010	0o1147	0o12002
616	322	0b1001101000	0b101000010	0o1150	0o502
617	4322	0b1001101001	0b1000011100010	0o1151	0o10342
618	5322	0b1001101010	0b1010011001010	0o1152	0o12312
619	1322	0b1001101011	0b10100101010	0o1153	0o2452
620	1322	0b1001101100	0b10100101010	0o1154	0o2452
621	3322	0b1001101101	0b110011111010	0o1155	0o6372
622	322	0b1001101110	0b101000010	0o1156	0o502
623	7322	0b1001101111	0b1110010011010	0o1157	0o16232
624	422	0b1001110000	0b110100110	0o1160	0o646
625	5422	0b1001110001	0b1010100101110	0o1161	0o12456
626	5422	0b1001110010	0b1010100101110	0o1162	0o12456
627	1422	0b1001110011	0b10110001110	0o1163	0o2616
628	5422	0b1001110100	0b1010100101110	0o1164	0o12456
629	3422	0b1001110101	0b110101011110	0o1165	0o6536
630	3422	0b1001110110	0b110101011110	0o1166	0o6536
631	1422	0b1001110111	0b10110001110	0o1167	0o2616
632	722	0b1001111000	0b1011010010	0o1170	0o1322
633	5722	0b1001111001	0b1011001011010	0o1171	0o13132
634	5722	0b1001111010	0b1011001011010	0o1172	0o13132
635	1722	0b1001111011	0b11010111010	0o1173	0o3272
636	1722	0b1001111100	0b11010111010	0o1174	0o3272
637	3722	0b1001111101	0b111010001010	0o1175	0o7212
638	2722	0b1001111110	0b101010100010	0o1176	0o5242
639	3722	0b1001111111	0b111010001010	0o1177	0o7212
640	7112	0b1010000000	0b1101111001000	0o1200	0o15710
641	2112	0b1010000001	0b100001000000	0o1201	0o4100
642	4112	0b1010000010	0b1000000010000	0o1202	0o10020
643	2112	0b1010000011	0b100001000000	0o1203	0o4100
644	5112	0b1010000100	0b1001111111000	0o1204	0o11770
645	3112	0b1010000101	0b110000101000	0o1205	0o6050
646	5112	0b1010000110	0b1001111111000	0o1206	0o11770
647	5112	0b1010000111	0b1001111111000	0o1207	0o11770
648	7712	0b1010001000	0b1111000100000	0o1210	0o17040
649	2712	0b1010001001	0b101010011000	0o1211	0o5230
650	4712	0b1010001010	0b1001001101000	0o1212	0o11150
651	2712	0b1010001011	0b101010011000	0o1213	0o5230
652	1712	0b1010001100	0b11010110000	0o1214	0o3260
653	3712	0b1010001101	0b111010000000	0o1215	0o7200
654	4712	0b1010001110	0b1001001101000	0o1216	0o11150
655	7712	0b1010001111	0b1111000100000	0o1217	0o17040
656	7112	0b1010010000	0b1101111001000	0o1220	0o15710
657	3112	0b1010010001	0b110000101000	0o1221	0o6050
658	4112	0b1010010010	0b1000000010000	0o1222	0o10020
659	2112	0b1010010011	0b100001000000	0o1223	0o4100
660	5112	0b1010010100	0b1001111111000	0o1224	0o11770
661	3112	0b1010010101	0b110000101000	0o1225	0o6050
662	7112	0b1010010110	0b1101111001000	0o1226	0o15710
663	1112	0b1010010111	0b10001011000	0o1227	0o2130
664	7112	0b1010011000	0b1101111001000	0o1230	0o15710
665	3112	0b1010011001	0b110000101000	0o1231	0o6050
666	4112	0b1010011010	0b1000000010000	0o1232	0o10020
667	2112	0b1010011011	0b100001000000	0o1233	0o4100
668	1112	0b1010011100	0b10001011000	0o1234	0o2130
669	3112	0b1010011101	0b110000101000	0o1235	0o6050
670	6112	0b1010011110	0b1011111100000	0o1236	0o13740
671	3112	0b1010011111	0b110000101000	0o1237	0o6050
672	6512	0b1010100000	0b1100101110000	0o1240	0o14560
673	512	0b1010100001	0b1000000000	0o1241	0o1000
674	4512	0b1010100010	0b1000110100000	0o1242	0o10640
675	2512	0b1010100011	0b100111010000	0o1243	0o4720
676	5512	0b1010100100	0b1010110001000	0o1244	0o12610
677	3512	0b1010100101	0b110110111000	0o1245	0o6670
678	1512	0b1010100110	0b10111101000	0o1246	0o2750
679	5512	0b1010100111	0b1010110001000	0o1247	0o12610
680	6312	0b1010101000	0b1100010101000	0o1250	0o14250
681	312	0b1010101001	0b100111000	0o1251	0o470
682	4312	0b1010101010	0b1000011011000	0o1252	0o10330
683	2312	0b1010101011	0b100100001000	0o1253	0o4410
684	1312	0b1010101100	0b10100100000	0o1254	0o2440
685	3312	0b1010101101	0b110011110000	0o1255	0o6360
686	312	0b1010101110	0b100111000	0o1256	0o470
687	7312	0b1010101111	0b1110010010000	0o1257	0o16220
688	6712	0b1010110000	0b1101000111000	0o1260	0o15070
689	1712	0b1010110001	0b11010110000	0o1261	0o3260
690	4712	0b1010110010	0b1001001101000	0o1262	0o11150
691	2712	0b1010110011	0b101010011000	0o1263	0o5230
692	5712	0b1010110100	0b1011001010000	0o1264	0o13120
693	3712	0b1010110101	0b111010000000	0o1265	0o7200
694	3712	0b1010110110	0b111010000000	0o1266	0o7200
695	1712	0b1010110111	0b11010110000	0o1267	0o3260
696	6112	0b1010111000	0b1011111100000	0o1270	0o13740
697	1112	0b1010111001	0b10001011000	0o1271	0o2130
698	4112	0b1010111010	0b1000000010000	0o1272	0o10020
699	2112	0b1010111011	0b100001000000	0o1273	0o4100
700	1112	0b1010111100	0b10001011000	0o1274	0o2130
701	3112	0b1010111101	0b110000101000	0o1275	0o6050
702	2112	0b1010111110	0b100001000000	0o1276	0o4100
703	3112	0b1010111111	0b110000101000	0o1277	0o6050
704	5102	0b1011000000	0b1001111101110	0o1300	0o11756
705	6102	0b1011000001	0b1011111010110	0o1301	0o13726
706	4102	0b1011000010	0b1000000000110	0o1302	0o10006
707	3102	0b1011000011	0b110000011110	0o1303	0o6036
708	5102	0b1011000100	0b1001111101110	0o1304	0o11756
709	3102	0b1011000101	0b110000011110	0o1305	0o6036
710	5102	0b1011000110	0b1001111101110	0o1306	0o11756
711	5102	0b1011000111	0b1001111101110	0o1307	0o11756
712	5702	0b1011001000	0b1011001000110	0o1310	0o13106
713	6702	0b1011001001	0b1101000101110	0o1311	0o15056
714	4702	0b1011001010	0b1001001011110	0o1312	0o11136
715	3702	0b1011001011	0b111001110110	0o1313	0o7166
716	1702	0b1011001100	0b11010100110	0o1314	0o3246
717	3702	0b1011001101	0b111001110110	0o1315	0o7166
718	4702	0b1011001110	0b1001001011110	0o1316	0o11136
719	7702	0b1011001111	0b1111000010110	0o1317	0o17026
720	5102	0b1011010000	0b1001111101110	0o1320	0o11756
721	7102	0b1011010001	0b1101110111110	0o1321	0o15676
722	4102	0b1011010010	0b1000000000110	0o1322	0o10006
723	3102	0b1011010011	0b110000011110	0o1323	0o6036
724	5102	0b1011010100	0b1001111101110	0o1324	0o11756
725	3102	0b1011010101	0b110000011110	0o1325	0o6036
726	7102	0b1011010110	0b1101110111110	0o1326	0o15676
727	1102	0b1011010111	0b10001001110	0o1327	0o2116
728	5102	0b1011011000	0b1001111101110	0o1330	0o11756
729	7102	0b1011011001	0b1101110111110	0o1331	0o15676
730	4102	0b1011011010	0b1000000000110	0o1332	0o10006
731	3102	0b1011011011	0b110000011110	0o1333	0o6036
732	1102	0b1011011100	0b10001001110	0o1334	0o2116
733	3102	0b1011011101	0b110000011110	0o1335	0o6036
734	6102	0b1011011110	0b1011111010110	0o1336	0o13726
735	3102	0b1011011111	0b110000011110	0o1337	0o6036
736	4102	0b1011100000	0b1000000000110	0o1340	0o10006
737	4102	0b1011100001	0b1000000000110	0o1341	0o10006
738	4102	0b1011100010	0b1000000000110	0o1342	0o10006
739	3102	0b1011100011	0b110000011110	0o1343	0o6036
740	5102	0b1011100100	0b1001111101110	0o1344	0o11756
741	3102	0b1011100101	0b110000011110	0o1345	0o6036
742	1102	0b1011100110	0b10001001110	0o1346	0o2116
743	5102	0b1011100111	0b1001111101110	0o1347	0o11756
744	4302	0b1011101000	0b1000011001110	0o1350	0o10316
745	4302	0b1011101001	0b1000011001110	0o1351	0o10316
746	4302	0b1011101010	0b1000011001110	0o1352	0o10316
747	3302	0b1011101011	0b110011100110	0o1353	0o6346
748	1302	0b1011101100	0b10100010110	0o1354	0o2426
749	3302	0b1011101101	0b110011100110	0o1355	0o6346
750	302	0b1011101110	0b100101110	0o1356	0o456
751	7302	0b1011101111	0b1110010000110	0o1357	0o16206
752	4602	0b1011110000	0b1000111111010	0o1360	0o10772
753	5602	0b1011110001	0b1010111100010	0o1361	0o12742
754	4602	0b1011110010	0b1000111111010	0o1362	0o10772
755	3602	0b1011110011	0b111000010010	0o1363	0o7022
756	5602	0b1011110100	0b1010111100010	0o1364	0o12742
757	3602	0b1011110101	0b111000010010	0o1365	0o7022
758	3602	0b1011110110	0b111000010010	0o1366	0o7022
759	1602	0b1011110111	0b11001000010	0o1367	0o3102
760	4302	0b1011111000	0b1000011001110	0o1370	0o10316
761	5302	0b1011111001	0b1010010110110	0o1371	0o12266
762	4302	0b1011111010	0b1000011001110	0o1372	0o10316
763	3302	0b1011111011	0b110011100110	0o1373	0o6346
764	1302	0b1011111100	0b10100010110	0o1374	0o2426
765	3302	0b1011111101	0b110011100110	0o1375	0o6346
766	2302	0b1011111110	0b100011111110	0o1376	0o4376
767	3302	0b1011111111	0b110011100110	0o1377	0o6346
768	3012	0b1100000000	0b101111000100	0o1400	0o5704
769	2012	0b1100000001	0b11111011100	0o1401	0o3734
770	7012	0b1100000010	0b1101101100100	0o1402	0o15544
771	4012	0b1100000011	0b111110101100	0o1403	0o7654
772	5012	0b1100000100	0b1001110010100	0o1404	0o11624
773	3012	0b1100000101	0b101111000100	0o1405	0o5704
774	5012	0b1100000110	0b1001110010100	0o1406	0o11624
775	5012	0b1100000111	0b1001110010100	0o1407	0o11624
776	3412	0b1100001000	0b110101010100	0o1410	0o6524
777	2412	0b1100001001	0b100101101100	0o1411	0o4554
778	7412	0b1100001010	0b1110011110100	0o1412	0o16364
779	4412	0b1100001011	0b1000100111100	0o1413	0o10474
780	1412	0b1100001100	0b10110000100	0o1414	0o2604
781	3412	0b1100001101	0b110101010100	0o1415	0o6524
782	4412	0b1100001110	0b1000100111100	0o1416	0o10474
783	7412	0b1100001111	0b1110011110100	0o1417	0o16364
784	3112	0b1100010000	0b110000101000	0o1420	0o6050
785	3112	0b1100010001	0b110000101000	0o1421	0o6050
786	7112	0b1100010010	0b1101111001000	0o1422	0o15710
787	4112	0b1100010011	0b1000000010000	0o1423	0o10020
788	5112	0b1100010100	0b1001111111000	0o1424	0o11770
789	3112	0b1100010101	0b110000101000	0o1425	0o6050
790	7112	0b1100010110	0b1101111001000	0o1426	0o15710
791	1112	0b1100010111	0b10001011000	0o1427	0o2130
792	3112	0b1100011000	0b110000101000	0o1430	0o6050
793	3112	0b1100011001	0b110000101000	0o1431	0o6050
794	7112	0b1100011010	0b1101111001000	0o1432	0o15710
795	4112	0b1100011011	0b1000000010000	0o1433	0o10020
796	1112	0b1100011100	0b10001011000	0o1434	0o2130
797	3112	0b1100011101	0b110000101000	0o1435	0o6050
798	6112	0b1100011110	0b1011111100000	0o1436	0o13740
799	3112	0b1100011111	0b110000101000	0o1437	0o6050
800	2512	0b1100100000	0b100111010000	0o1440	0o4720
801	512	0b1100100001	0b1000000000	0o1441	0o1000
802	7512	0b1100100010	0b1110101011000	0o1442	0o16530
803	4512	0b1100100011	0b1000110100000	0o1443	0o10640
804	5512	0b1100100100	0b1010110001000	0o1444	0o12610
805	3512	0b1100100101	0b110110111000	0o1445	0o6670
806	1512	0b1100100110	0b10111101000	0o1446	0o2750
807	5512	0b1100100111	0b1010110001000	0o1447	0o12610
808	2312	0b1100101000	0b100100001000	0o1450	0o4410
809	312	0b1100101001	0b100111000	0o1451	0o470
810	7312	0b1100101010	0b1110010010000	0o1452	0o16220
811	4312	0b1100101011	0b1000011011000	0o1453	0o10330
812	1312	0b1100101100	0b10100100000	0o1454	0o2440
813	3312	0b1100101101	0b110011110000	0o1455	0o6360
814	312	0b1100101110	0b100111000	0o1456	0o470
815	7312	0b1100101111	0b1110010010000	0o1457	0o16220
816	2112	0b1100110000	0b100001000000	0o1460	0o4100
817	1112	0b1100110001	0b10001011000	0o1461	0o2130
818	7112	0b1100110010	0b1101111001000	0o1462	0o15710
819	4112	0b1100110011	0b1000000010000	0o1463	0o10020
820	5112	0b1100110100	0b1001111111000	0o1464	0o11770
821	3112	0b1100110101	0b110000101000	0o1465	0o6050
822	3112	0b1100110110	0b110000101000	0o1466	0o6050
823	1112	0b1100110111	0b10001011000	0o1467	0o2130
824	2512	0b1100111000	0b100111010000	0o1470	0o4720
825	1512	0b1100111001	0b10111101000	0o1471	0o2750
826	7512	0b1100111010	0b1110101011000	0o1472	0o16530
827	4512	0b1100111011	0b1000110100000	0o1473	0o10640
828	1512	0b1100111100	0b10111101000	0o1474	0o2750
829	3512	0b1100111101	0b110110111000	0o1475	0o6670
830	2512	0b1100111110	0b100111010000	0o1476	0o4720
831	3512	0b1100111111	0b110110111000	0o1477	0o6670
832	1032	0b1101000000	0b10000001000	0o1500	0o2010
833	6032	0b1101000001	0b1011110010000	0o1501	0o13620
834	7032	0b1101000010	0b1101101111000	0o1502	0o15570
835	5032	0b1101000011	0b1001110101000	0o1503	0o11650
836	5032	0b1101000100	0b1001110101000	0o1504	0o11650
837	3032	0b1101000101	0b101111011000	0o1505	0o5730
838	5032	0b1101000110	0b1001110101000	0o1506	0o11650
839	5032	0b1101000111	0b1001110101000	0o1507	0o11650
840	1432	0b1101001000	0b10110011000	0o1510	0o2630
841	6432	0b1101001001	0b1100100100000	0o1511	0o14440
842	7432	0b1101001010	0b1110100001000	0o1512	0o16410
843	5432	0b1101001011	0b1010100111000	0o1513	0o12470
844	1432	0b1101001100	0b10110011000	0o1514	0o2630
845	3432	0b1101001101	0b110101101000	0o1515	0o6550
846	4432	0b1101001110	0b1000101010000	0o1516	0o10520
847	7432	0b1101001111	0b1110100001000	0o1517	0o16410
848	1132	0b1101010000	0b10001101100	0o1520	0o2154
849	7132	0b1101010001	0b1101111011100	0o1521	0o15734
850	7132	0b1101010010	0b1101111011100	0o1522	0o15734
851	5132	0b1101010011	0b1010000001100	0o1523	0o12014
852	5132	0b1101010100	0b1010000001100	0o1524	0o12014
853	3132	0b1101010101	0b110000111100	0o1525	0o6074
854	7132	0b1101010110	0b1101111011100	0o1526	0o15734
855	1132	0b1101010111	0b10001101100	0o1527	0o2154
856	1132	0b1101011000	0b10001101100	0o1530	0o2154
857	7132	0b1101011001	0b1101111011100	0o1531	0o15734
858	7132	0b1101011010	0b1101111011100	0o1532	0o15734
859	5132	0b1101011011	0b1010000001100	0o1533	0o12014
860	1132	0b1101011100	0b10001101100	0o1534	0o2154
861	3132	0b1101011101	0b110000111100	0o1535	0o6074
862	6132	0b1101011110	0b1011111110100	0o1536	0o13764
863	3132	0b1101011111	0b110000111100	0o1537	0o6074
864	132	0b1101100000	0b10000100	0o1540	0o204
865	4132	0b1101100001	0b1000000100100	0o1541	0o10044
866	7132	0b1101100010	0b1101111011100	0o1542	0o15734
867	5132	0b1101100011	0b1010000001100	0o1543	0o12014
868	5132	0b1101100100	0b1010000001100	0o1544	0o12014
869	3132	0b1101100101	0b110000111100	0o1545	0o6074
870	1132	0b1101100110	0b10001101100	0o1546	0o2154
871	5132	0b1101100111	0b1010000001100	0o1547	0o12014
872	332	0b1101101000	0b101001100	0o1550	0o514
873	4332	0b1101101001	0b1000011101100	0o1551	0o10354
874	7332	0b1101101010	0b1110010100100	0o1552	0o16244
875	5332	0b1101101011	0b1010011010100	0o1553	0o12324
876	1332	0b1101101100	0b10100110100	0o1554	0o2464
877	3332	0b1101101101	0b110100000100	0o1555	0o6404
878	332	0b1101101110	0b101001100	0o1556	0o514
879	7332	0b1101101111	0b1110010100100	0o1557	0o16244
880	32	0b1101110000	0b100000	0o1560	0o40
881	5032	0b1101110001	0b1001110101000	0o1561	0o11650
882	7032	0b1101110010	0b1101101111000	0o1562	0o15570
883	5032	0b1101110011	0b1001110101000	0o1563	0o11650
884	5032	0b1101110100	0b1001110101000	0o1564	0o11650
885	3032	0b1101110101	0b101111011000	0o1565	0o5730
886	3032	0b1101110110	0b101111011000	0o1566	0o5730
887	1032	0b1101110111	0b10000001000	0o1567	0o2010
888	732	0b1101111000	0b1011011100	0o1570	0o1334
889	5732	0b1101111001	0b1011001100100	0o1571	0o13144
890	7732	0b1101111010	0b1111000110100	0o1572	0o17064
891	5732	0b1101111011	0b1011001100100	0o1573	0o13144
892	1732	0b1101111100	0b11011000100	0o1574	0o3304
893	3732	0b1101111101	0b111010010100	0o1575	0o7224
894	2732	0b1101111110	0b101010101100	0o1576	0o5254
895	3732	0b1101111111	0b111010010100	0o1577	0o7224
896	7042	0b1110000000	0b1101110000010	0o1600	0o15602
897	2042	0b1110000001	0b11111111010	0o1601	0o3772
898	6042	0b1110000010	0b1011110011010	0o1602	0o13632
899	6042	0b1110000011	0b1011110011010	0o1603	0o13632
900	5042	0b1110000100	0b1001110110010	0o1604	0o11662
901	3042	0b1110000101	0b101111100010	0o1605	0o5742
902	5042	0b1110000110	0b1001110110010	0o1606	0o11662
903	5042	0b1110000111	0b1001110110010	0o1607	0o11662
904	7542	0b1110001000	0b1110101110110	0o1610	0o16566
905	2542	0b1110001001	0b100111101110	0o1611	0o4756
906	6542	0b1110001010	0b1100110001110	0o1612	0o14616
907	6542	0b1110001011	0b1100110001110	0o1613	0o14616
908	1542	0b1110001100	0b11000000110	0o1614	0o3006
909	3542	0b1110001101	0b110111010110	0o1615	0o6726
910	4542	0b1110001110	0b1000110111110	0o1616	0o10676
911	7542	0b1110001111	0b1110101110110	0o1617	0o16566
912	7142	0b1110010000	0b1101111100110	0o1620	0o15746
913	3142	0b1110010001	0b110001000110	0o1621	0o6106
914	6142	0b1110010010	0b1011111111110	0o1622	0o13776
915	6142	0b1110010011	0b1011111111110	0o1623	0o13776
916	5142	0b1110010100	0b1010000010110	0o1624	0o12026
917	3142	0b1110010101	0b110001000110	0o1625	0o6106
918	7142	0b1110010110	0b1101111100110	0o1626	0o15746
919	1142	0b1110010111	0b10001110110	0o1627	0o2166
920	7142	0b1110011000	0b1101111100110	0o1630	0o15746
921	3142	0b1110011001	0b110001000110	0o1631	0o6106
922	6142	0b1110011010	0b1011111111110	0o1632	0o13776
923	6142	0b1110011011	0b1011111111110	0o1633	0o13776
924	1142	0b1110011100	0b10001110110	0o1634	0o2166
925	3142	0b1110011101	0b110001000110	0o1635	0o6106
926	6142	0b1110011110	0b1011111111110	0o1636	0o13776
927	3142	0b1110011111	0b110001000110	0o1637	0o6106
928	6542	0b1110100000	0b1100110001110	0o1640	0o14616
929	542	0b1110100001	0b1000011110	0o1641	0o1036
930	6542	0b1110100010	0b1100110001110	0o1642	0o14616
931	6542	0b1110100011	0b1100110001110	0o1643	0o14616
932	5542	0b1110100100	0b1010110100110	0o1644	0o12646
933	3542	0b1110100101	0b110111010110	0o1645	0o6726
934	1542	0b1110100110	0b11000000110	0o1646	0o3006
935	5542	0b1110100111	0b1010110100110	0o1647	0o12646
936	6342	0b1110101000	0b1100011000110	0o1650	0o14306
937	342	0b1110101001	0b101010110	0o1651	0o526
938	6342	0b1110101010	0b1100011000110	0o1652	0o14306
939	6342	0b1110101011	0b1100011000110	0o1653	0o14306
940	1342	0b1110101100	0b10100111110	0o1654	0o2476
941	3342	0b1110101101	0b110100001110	0o1655	0o6416
942	342	0b1110101110	0b101010110	0o1656	0o526
943	7342	0b1110101111	0b1110010101110	0o1657	0o16256
944	6342	0b1110110000	0b1100011000110	0o1660	0o14306
945	1342	0b1110110001	0b10100111110	0o1661	0o2476
946	6342	0b1110110010	0b1100011000110	0o1662	0o14306
947	6342	0b1110110011	0b1100011000110	0o1663	0o14306
948	5342	0b1110110100	0b1010011011110	0o1664	0o12336
949	3342	0b1110110101	0b110100001110	0o1665	0o6416
950	3342	0b1110110110	0b110100001110	0o1666	0o6416
951	1342	0b1110110111	0b10100111110	0o1667	0o2476
952	6142	0b1110111000	0b1011111111110	0o1670	0o13776
953	1142	0b1110111001	0b10001110110	0o1671	0o2166
954	6142	0b1110111010	0b1011111111110	0o1672	0o13776
955	6142	0b1110111011	0b1011111111110	0o1673	0o13776
956	1142	0b1110111100	0b10001110110	0o1674	0o2166
957	3142	0b1110111101	0b110001000110	0o1675	0o6106
958	2142	0b1110111110	0b100001011110	0o1676	0o4136
959	3142	0b1110111111	0b110001000110	0o1677	0o6106
960	5072	0b1111000000	0b1001111010000	0o1700	0o11720
961	6072	0b1111000001	0b1011110111000	0o1701	0o13670
962	6072	0b1111000010	0b1011110111000	0o1702	0o13670
963	7072	0b1111000011	0b1101110100000	0o1703	0o15640
964	5072	0b1111000100	0b1001111010000	0o1704	0o11720
965	3072	0b1111000101	0b110000000000	0o1705	0o6000
966	5072	0b1111000110	0b1001111010000	0o1706	0o11720
967	5072	0b1111000111	0b1001111010000	0o1707	0o11720
968	5572	0b1111001000	0b1010111000100	0o1710	0o12704
969	6572	0b1111001001	0b1100110101100	0o1711	0o14654
970	6572	0b1111001010	0b1100110101100	0o1712	0o14654
971	7572	0b1111001011	0b1110110010100	0o1713	0o16624
972	1572	0b1111001100	0b11000100100	0o1714	0o3044
